序号,section,题号,单词,音标,释义
231,S5,Q10,precarious,[prɪˈkɛrɪəs],"(情况)不稳定的，危险的  If your situation is precarious, you are not in complete control of
events and might fail in what you are doing at any moment."
232,S5,Q10,inconsequential,[ɪnˌkɑːnsɪˈkwenʃl],不重要的  not important
233,S6,Q1,discriminatory,[dɪˈskrɪmɪnətɔːri],"歧视性的，差别对待的  not fair : unfairly treating a person or group of people differently from
other people or groups of people"
234,S6,Q1,incommensurable,"[,ɪnkə'mɛnʃərəbl]","1.不能比较的或测量的         impossible to measure or compare in value or size or excellence
2.不一致的；不相称的         not having a common factor"
235,S6,Q1,commensurate,"[kəˈmɛnsərɪt, -ʃə-]","相称，相似的，相当的；equal or similar to something in size, amount, or degree"
236,S6,Q1,anachronistic,[əˌnækrəˈnɪstɪk],"1.  时代错误的  something such as a word, an object, or an event that is mistakenly placed in a time where it does not belong in a story, movie, etc.
2.  过时的    out of date or old-fashioned"
237,S6,Q1,innocuous,[ɪˈnɑːkjuəs],"1.  无意冒犯的  not likely to bother or offend anyone
2.  无害的  causing no injury"
238,S6,Q2,devolve,[dɪˈvɑlv],"移交（责任，权力）to pass (responsibility, power, etc.) from one person or group to another
person or group at a lower level of authority"
239,S6,Q2,acrimony,[ækrɪmoʊni],尖刻，严厉  bitter and angry feelings
240,S6,Q2,dissension,[dɪˈsenʃn],争辩，意见不合  disagreement and argument
241,S6,Q2,variance,[ˈvɛrɪəns],"1.  争论，不和  the fact or state of being in disagreement : dissention, dispute
2.  变化，差异  the fact, quality, or state of being variable or variant : difference, variation"
242,S6,Q2,comity,[ˈkɑməti],和谐，友善  friendly social atmosphere : social harmony
243,S6,Q2,conformity,[kənˈfɔrməti],"1.  同意  correspondence in form, manner, or character : agreement
2.    随大流  behaving in the same way as most other people
3.  遵守  action in accordance with some specified standard or authority"
244,S6,Q2,mordancy,['mɔrdnsi],"1.  深刻，敏锐     a biting and caustic quality of style : incisiveness
2.  尖酸，刻薄  a sharply critical or bitter quality of thought or feeling : harshness"
245,S6,Q3,extrapolate,[ɪkˈstræpəleɪt],"(从已知事实)推断  to form an opinion or to make an estimate about something from known
facts"
246,S6,Q3,virtue,[ˈvɝtʃʊ],"1.  美德  a good and moral quality    
2.  优点  a commendable quality or trait : merit"
247,S6,Q3,drawback,[ˈdrɔbæk],缺点  something that causes problems : disadvantage
248,S6,Q3,peculiarity,[pɪˌkjuːliˈærəti],"1.  怪癖;  古怪之处  the quality or state of    being unusual or peculiar : oddity, quirk
2.  特性，特质  a distinguish characteristic"
249,S6,Q3,dispense,[dɪˈspɛns],"1.  分配，分发  to deal out in portions
2.  执行  administer  
3.  豁免  to give dispensation to : exempt"
250,S6,Q3,derive,[dɪˈraɪv],"1.  获得  to take or get something from something else
2.  源于，衍生  to have or take origin : come as a derivative"
251,S6,Q4,persistent,[pəˈzɪstənt],"坚持不懈的;  执著的  continuing to do something or try to do somethinf even though it is
difficult or other people are against it"
252,S6,Q4,corruption,[kəˈrʌpʃən],"贪污，腐败  dishonest or illegal behavior especially by powerful people such as government
officials or police officers"
253,S6,Q5,flip,[flɪp],快速翻动  to cause something to turn or turn over quickly
254,S6,Q5,eliminate,[ɪˈlɪmɪnet],"1.  排除，根除  to put an end to or get rid of : remove
2.  淘汰  to defeat and remove a team, player, etc. from a competition"
255,S6,Q6,intrinsic,[ɪnˈtrɪnsɪk],"内在的;  本质的  belonging to the essential nature or constitution of a thing  （提示：
intrinsic 这个词必须要记住英文释义中的 essential＝important  ）"
256,S6,Q6,atypical,[ˈeˈtɪpɪkl],"不典型的  not typical : irregular, unusual"
257,S6,Q6,unavoidable,[ˌʌnəˈvɔɪdəbl],不可避免的  not avoidable : inevitable
258,S6,Q6,insurmountable,[ˌɪnsɚˈmaʊntəbl],不能克服的     impossible to solve or get control of : impossible to overcome
259,S6,Q6,improvise,[ˈɪmprəvaɪz],"1.  即兴演讲，即兴表演  to speak or perform without preparation
2.  临时凑合  to make, invent, or arrange offhand"
260,S6,Q6,shy away,[ʃaɪ] [əˈweɪ],回避，避开
261,S6,Q6,adversity,[ədˈvɝsəti],逆境  a difficult situation or condition : misfortune or tragedy
262,S6,Q6,victorious,[vɪkˈtɔrɪəs],"胜利的  having won a victory in a struggle, war, or competition"
263,S6,Q6,evade,[ɪˈved],"1.回避谈论〔某事，尤因试图隐瞒〕to avoid talking about something, especially because you are trying to hide something  
2.  逃避〔该做的事〕to not do or deal with something that you should do
3.避开  to avoid sb/sth"
264,S6,Q7,neutral,[ˈnʊtrəl],"1.  中立的  not support anyone in a disagreement, war, or contest
2.  不动声色的  not decided or pronounced as to characteristics : indifferent"
265,S6,Q7,betray,[bɪˈtre],"1.  出卖;  背叛  to give information to an enemy
2.  显露，流露出  to reveal unintentionally :     show, indicate"
266,S6,Q7,expel,[ɪkˈspɛl],"1.  驱逐，逐出  to officially force someone to leave a place or organization
2.  排出  to force out : eject <expelled the smoke from her lungs>"
267,S6,Q7,endorse,[ɪnˈdɔrs],"公开支持;  赞同  to publicly or officially say that you support or approve of someone or
something"
268,S6,Q7,oust,[aʊst],"1.  驱逐，把…撤职     If someone is ousted from a position of power, job, or place, they are forced to leave it.
2.  代替  to take the place of : supplant"
269,S6,Q7,sanction,[ˈsæŋkʃən],"1.    批准;  认可  official permission or approval
2.（多指由于某国违反国际法而对某国的经济）  制裁或惩罚  an action that is taken or an order that is given to force a country to obey international laws by limiting or stopping trade with that country, by not allowing economic aid for that country, etc."
270,S6,Q7,condemn,[kənˈdɛm],"1.  谴责;  责备  to say in a strong and definite way that someone or something is bad or wrong
2.  判  (某人某罪) to pronounce guilty : convict, sentence, doom
3.  迫使  (陷于不幸的境地) to cause someone to suffer or live in difficult or unpleasant
conditions"
271,S6,Q8,nullify,[ˈnʌləˌfaɪ],"1.  使无效  to cause something to lose its value or to have no effect
2.  使失去法律效力  to make something legally null"
272,S6,Q8,obviate,[ˈɑːbvieɪt],"消除;  使...成为不必要     to make something no longer necessary : to prevent or avoid
something"
273,S6,Q8,mitigate,[ˈmɪtɪɡeɪt],"缓解，减轻  to make something less severe, harmful, or painful : mollify, alleviate, extenuate"
274,S6,Q8,belie,[bɪˈlaɪ],"1.  掩饰；与…不符  to give a false impression of
2.  证明…为虚假  to show something to be false or wrong"
275,S6,Q8,mask,[mæsk],掩饰，遮盖  keep something from being known or noticed
276,S6,Q8,accentuate,[əkˈsɛntʃuet],"使突出，强调  to make something more noticeable : accent, emphasize, intensify"
277,S6,Q9,rebellious,[rɪˈbɛljəs],"1.  叛逆的  resisting treatment or management : refractory
2.  反叛的  refusing to obey rules or authority or to accept normal standards of behavior,
dress,etc."
278,S6,Q9,quirky,[ˈkwəːki],古怪的  a peculiar trait : idiosyncrasy
279,S6,Q9,flamboyant,[flæmˈbɔɪənt],"耀眼的,醒目的  的 having a very noticeable quality that attracts a lot of attention"
280,S6,Q9,lucrative,[ˈlukrətɪv],有利可图的  producing wealth : profitable
281,S6,Q10,undue,[ˌʌnˈdu],过度的，过分的；不适当的    more than is reasonable or necessary : excessive
282,S6,Q10,scant,[skænt],"1.  少量的;  不足的  very small in size or amount
2.  节俭的  excessively frugal"
283,S6,Q10,dwindle,[ˈdwɪndl],缩小;  减少  to gradually become smaller : shrink
284,S7,Q1,remarkable,[rɪˈmɑrkəbl],不同寻常的;  引人注目的  unusual or surprising : likely to be noticed
285,S7,Q1,felicitous,[fəˈlɪsɪtəs],"1.  极为恰当的  very well suited or expressed : apt
2.  幸福愉悦的  pleasant, delightful"
286,S7,Q1,prolific,[prəˈlɪfɪk],"1. (动物、人、植物)  多产的  producing    young or fruit especially freely : fruitful
2. (作家、艺术家或作曲家)  多产的  marked by abundant inventiveness or productivity <a
prolific composer>"
287,S7,Q1,enduring,[ɪnˈdʊrɪŋ],"持久的  lasting, durable"
288,S7,Q1,abbreviate,[əˈbrivɪˈet],缩短  to make something shorter : shorten
289,S7,Q2,parallel,[ˈpærəlɛl],相似的  very similar and often happening at the same time
290,S7,Q2,bolster,[ˈbolstɚ],增强，支持  to make something stronger or better : to give support to something
291,S7,Q2,corroborate,[kəˈrɑbəret],证实  to support with evidence or authority : make more certain
292,S7,Q2,outstrip,[ˌaʊtˈstrɪp],"超过，胜过  to be better, greater, or larger than"
293,S7,Q2,marvel,[ˈmɑrvl],"v.  感到惊讶  to feel great surprise, wonder, or admiration
n.  奇迹  intense surprise or interest : astonishment"
294,S7,Q3,meticulous,[məˈtɪkjələs],小心谨慎的  very careful about doing something in an extremely accurate and exact way
295,S7,Q3,all the more,[ɔl][ðə][mɔr],"(反而)更加…. (  提示：  GRE 填空题干中一出现 all the more  ，all the more  前后的语义
一般都有一种‘surprise'感觉）"
296,S7,Q3,erudition,[ˌeruˈdɪʃn],博学  impressive knowledge that is learned by studying
297,S7,Q3,edifying,[ˈedɪfaɪɪŋ],"教诲的;  启示的  If you describe something as edifying, you mean that it benefits you in some
way, for example by teaching you about something."
298,S7,Q3,scarce,[skɛrs],缺乏的，不足的  not plentiful or abundant
299,S7,Q3,discreet,[dɪˈskrit],"1.  谨慎的  having or showing discernment or good judgment in conduct and especially in speech : prudent
2.  谦虚的  modest, unpretentious
3.  不明显的  unobtrusive, unnoticeable"
300,S7,Q3,nothing if not,[ˈnʌθɪŋ] [ɪf] [nɑt],极其  very
301,S7,Q4,precipitate,[prɪˈsɪpɪteɪt],adj.  仓促的  happening very quickly or too quickly without enough thought or planning
302,S7,Q4,tactful,[ˈtæktfl],"(说话,做事)有分寸的，圆通的  careful not to offend or upset other people"
303,S7,Q5,erudite,[ˈɛrudaɪt],博学的  having or showing great academic knowledge
304,S7,Q5,judicious,[dʒuˈdɪʃəs],明智的  showing or having good judgement
305,S7,Q5,acrimonious,[ˌækrɪˈmoʊniəs],"尖刻的，辛辣的  caustic, biting, or rancorous especially in feeling, language, or manner"
306,S7,Q6,fungible,[ˈfʌndʒəbl],代替的；可取代的  being of such a nature that one part or quantity may be replaced by another equal part or quantity in the satisfaction of an obligation
307,S7,Q6,connoisseur,[ˌkɑnəˈsɝ],"鉴赏家  a person who knows a lot about something(such as art, wine, food,etc.) : expert in a
particular subject"
308,S7,Q6,speculation,[ˌspɛkjuˈleʃən],(无根据的）推测  conjecture，surmise
309,S7,Q7,conjecture,[kənˈdʒɛktʃɚ],(无根据的)  推测  an opinion or idea formed without proof or sufficient evidence
310,S7,Q8,dampen,[ˈdæmpən],抑制  to check or diminish the activity or vigor of : deaden
311,S7,Q8,diffuse,[dɪ'fjus],"扩散,传播     to spread out over a large space : not concentrated in one area"
312,S7,Q8,eclipse,[ɪˈklɪps],"1.  超过  to do or be much better than（sb or sth）：outstrip ,    surpass ,    excel
2.  黯然失色     to make sth less important or popular"
313,S7,Q8,deaden,[ˈdɛdn],"使减弱，削弱 if something deadens a feeling or a sound, it makes it less strong or loud :    to
make something weaker or less noticeable"
314,S7,Q9,baseless,[ˈbeɪsləs],无根据的  not true and is not based on facts
315,S7,Q9,cliché,['kli:ʃei],陈词滥调  a trite phrase or expression
316,S7,Q9,insulting,[ɪnˈsʌltɪŋ],侮辱的  rude or offensive
317,S7,Q9,condescending,[ˌkɒndɪˈsendɪŋ],显得高人一等的  showing that you believe you are moe intelligent or better tan other people
318,S7,Q10,exacting,[ɪɡˈzæktɪŋ],"费劲的;  严苛的  requiring much time, attention, or effort from someone : very difficult or
demanding"
319,S7,Q10,obscure,[əbˈskjʊr],"1.  复杂难懂的  difficult to understand    
2.  没有名气的  not famous or prominent
3.  使……模糊不清  to make dark, dim, or indistinct"
320,S7,Q10,onerous,[ˈɑnərəs],繁重的;  费力的  difficult and unpleasant to do or deal with
321,S7,Q10,opaque,[oˈpek],"1.  难理解的  difficult to understand    or explain
2.  不透光的  not letting light through : not transparent"
322,S8,Q1,circumspect,[ˈsɜːrkəmspekt],谨慎的  careful to consider all circumstances and possible consequences : prudent
323,S8,Q1,magisterial,[ˌmædʒɪˈstɪriəl],"权威的  of , relating to, or having the characteristics of a master or teacher : authoritative"
324,S8,Q1,sanguine,[ˈsæŋɡwɪn],自信乐观的  confident and hopeful
